transcript_id	genome_ribo_reads	genome_rna_reads	txome_ribo_reads	txome_rna_reads
ENST00000225719.9	1898	180	1872	141
ENST00000225726.10	1515	347	1507	254
ENST00000225728.8	290	27	280	10
ENST00000225729.8	688	90	673	76
ENST00000225737.11	513	41	504	34
ENST00000225777.7	252	39	392	50
ENST00000225792.10	2785	1280	2656	880
ENST00000225831.4	144	2	117	2
ENST00000225842.4	0	0	0	0
ENST00000225844.7	0	0	0	0
ENST00000225899.3	1	0	0	0
ENST00000225916.10	648	199	621	159
ENST00000225927.7	485	69	451	47
ENST00000225941.6	2	0	2	0
ENST00000225964.10	6025	3749	5539	2738
ENST00000225969.9	621	102	578	65
ENST00000225972.8	1258	710	1259	582
ENST00000226004.8	400	38	389	34
ENST00000226021.5	0	0	0	0
ENST00000226067.10	4	0	3	0
ENST00000226091.3	1	0	1	0
ENST00000226105.11	265	58	251	50
ENST00000226193.6	0	0	0	0
ENST00000226207.6	0	0	0	0
ENST00000226218.9	11	0	11	0
ENST00000226225.7	442	86	408	70
ENST00000226230.8	504	53	513	43
ENST00000226247.2	3	0	3	0
ENST00000226279.8	0	0	0	0
ENST00000226284.7	0	0	0	0
ENST00000226299.8	663	51	932	47
ENST00000226317.10	0	0	0	0
ENST00000226319.11	740	99	727	78
ENST00000226355.5	0	0	0	0
ENST00000226382.4	0	0	0	0
ENST00000226413.5	0	0	0	0
ENST00000226432.9	0	0	0	0
ENST00000226444.4	33	0	33	0
ENST00000226460.5	0	0	0	0
ENST00000226524.4	0	0	0	0
ENST00000226574.9	672	52	646	39
ENST00000226725.11	100	46	121	38
ENST00000226730.5	0	0	0	0
ENST00000226760.5	557	70	497	51
ENST00000226796.7	393	55	407	37
ENST00000226798.9	273	38	736	92
ENST00000226951.11	0	0	0	0
ENST00000227155.9	535	69	509	63
ENST00000227266.10	1844	310	1758	244
ENST00000227322.8	474	65	600	57
ENST00000227348.9	0	0	0	0
ENST00000227349.7	16	0	16	0
ENST00000227451.4	41	8	38	4
ENST00000227471.7	305	32	456	46
ENST00000227474.8	402	31	377	26
ENST00000227507.3	471	74	400	54
ENST00000227520.10	672	139	720	128
ENST00000227524.9	1780	501	1786	398
ENST00000227525.8	743	122	730	106
ENST00000227618.8	395	192	387	37
ENST00000227638.8	397	46	394	31
ENST00000227667.8	0	0	0	0
ENST00000227752.8	0	0	0	0
ENST00000227756.5	13	0	13	0
ENST00000227868.9	838	100	803	75
ENST00000227880.8	2	0	2	0
ENST00000227918.3	0	0	0	0
ENST00000228027.12	60	2	59	2
ENST00000228136.9	515	202	901	270
ENST00000228251.9	788	403	1008	381
ENST00000228307.11	816	187	757	152
ENST00000228347.9	580	73	581	54
ENST00000228425.11	979	87	1057	78
ENST00000228434.7	0	0	0	0
ENST00000228437.10	273	30	268	22
ENST00000228438.2	6	0	6	0
ENST00000228476.8	0	0	0	0
ENST00000228495.11	784	84	730	61
ENST00000228506.8	592	105	574	78
ENST00000228510.8	249	23	248	20
ENST00000228515.6	180	38	176	25
ENST00000228534.6	2	0	2	0
ENST00000228567.7	0	0	0	0
ENST00000228606.9	17	7	15	5
ENST00000228641.4	0	0	0	0
ENST00000228644.4	0	0	0	0
ENST00000228682.7	16	7	16	5
ENST00000228705.7	232	24	231	16
ENST00000228740.7	1499	273	1492	209
ENST00000228741.8	175	63	170	54
ENST00000228799.7	195	25	214	20
ENST00000228811.8	36	2	0	0
ENST00000228820.9	0	0	0	0
ENST00000228825.12	348	78	1055	190
ENST00000228827.8	765	63	765	52
ENST00000228837.2	0	0	0	0
ENST00000228841.15	0	0	0	0
ENST00000228843.13	606	78	675	62
ENST00000228850.6	1	0	0	0
ENST00000228865.3	108	12	108	11
ENST00000228872.9	509	121	502	83
ENST00000228918.9	896	145	856	104
ENST00000228922.11	176	29	170	24
ENST00000228928.12	310	30	280	22
ENST00000228936.6	0	0	0	0
ENST00000228945.9	44	0	41	0
ENST00000229022.9	245	13	246	12
ENST00000229030.4	12	0	12	0
ENST00000229134.5	0	0	0	0
ENST00000229135.4	0	0	0	0
ENST00000229179.9	1969	358	1934	265
ENST00000229195.7	781	78	774	54
ENST00000229214.9	776	115	761	46
ENST00000229238.5	760	385	771	284
ENST00000229243.7	2	0	1	0
ENST00000229264.7	1	15	0	9
ENST00000229266.8	556	82	529	60
ENST00000229281.6	390	66	376	49
ENST00000229304.5	0	0	0	0
ENST00000229307.9	0	0	0	0
ENST00000229314.10	590	29	566	22
ENST00000229329.7	547	59	544	45
ENST00000229330.9	240	15	234	15
ENST00000229332.11	0	0	0	0
ENST00000229335.11	0	0	0	0
ENST00000229340.10	553	93	536	66
ENST00000229379.3	155	90	578	328
ENST00000229390.8	748	265	896	210
ENST00000229402.4	0	0	0	0
ENST00000229554.10	2	0	2	0
ENST00000229595.6	639	35	630	26
ENST00000229633.7	228	14	225	10
ENST00000229708.4	24	0	44	0
ENST00000229729.11	0	0	0	0
ENST00000229758.8	717	83	686	57
ENST00000229769.3	270	26	262	23
ENST00000229771.11	0	0	0	0
ENST00000229794.8	749	68	664	40
ENST00000229812.8	889	86	857	68
ENST00000229829.7	0	0	0	0
ENST00000229903.5	110	8	105	6
ENST00000229922.7	666	71	683	51
ENST00000229955.4	35	3	32	3
ENST00000230036.2	12	0	12	0
ENST00000230048.5	469	48	467	39
ENST00000230050.4	220	399	698	527
ENST00000230053.11	2	0	2	0
ENST00000230056.8	836	167	823	123
ENST00000230085.13	627	242	660	191
ENST00000230122.4	337	27	313	23
ENST00000230124.8	272	31	269	23
ENST00000230256.8	0	0	0	0
ENST00000230301.9	0	0	0	0
ENST00000230321.10	0	0	0	0
ENST00000230323.8	126	10	113	9
ENST00000230340.9	682	116	665	96
ENST00000230354.10	352	32	322	24
ENST00000230361.4	0	0	0	0
ENST00000230381.7	0	0	0	0
ENST00000230419.9	1016	150	997	128
ENST00000230431.11	470	196	456	173
ENST00000230449.9	903	100	905	70
ENST00000230461.11	1390	164	1344	120
ENST00000230538.12	4206	966	4037	736
ENST00000230582.8	9	0	8	0
ENST00000230588.9	0	0	0	0
ENST00000230640.10	1953	353	1927	274
ENST00000230658.12	143	22	134	14
ENST00000230671.7	0	0	0	0
ENST00000230771.9	613	105	591	75
ENST00000230792.7	355	18	335	16
ENST00000230882.9	0	0	0	0
ENST00000230895.11	378	67	365	48
ENST00000230990.7	62	0	61	0
ENST00000231004.5	1283	142	1250	114
ENST00000231009.3	0	0	0	0
ENST00000231021.9	0	0	0	0
ENST00000231061.9	60	1	58	1
ENST00000231121.3	0	0	0	0
ENST00000231130.3	3	0	2	0
ENST00000231134.8	0	0	0	0
ENST00000231136.3	0	0	0	0
ENST00000231137.6	11	0	7	0
ENST00000231173.6	27	2	20	0
ENST00000231198.12	434	32	408	24
ENST00000231228.3	0	0	0	0
ENST00000231238.10	970	214	980	155
ENST00000231368.10	1227	45	1220	41
ENST00000231420.11	0	0	0	0
ENST00000231449.7	0	0	0	0
ENST00000231454.6	0	0	0	0
ENST00000231461.10	19	0	17	0
ENST00000231484.3	0	0	0	0
ENST00000231498.8	3675	538	3575	395
ENST00000231512.5	561	50	664	45
ENST00000231524.14	494	29	485	22
ENST00000231572.8	2092	331	2118	243
ENST00000231656.13	0	0	0	0
ENST00000231706.6	0	0	0	0
ENST00000231721.7	8	0	8	0
ENST00000231749.8	10	2	11	0
ENST00000231751.9	22	3	20	2
ENST00000231790.8	1098	183	1080	133
ENST00000231887.8	151	8	145	6
ENST00000231948.8	604	52	575	38
ENST00000232003.5	0	0	0	0
ENST00000232217.6	1	0	1	0
ENST00000232375.8	37	16	36	12
ENST00000232424.4	236	7	226	5
ENST00000232461.8	0	0	0	0
ENST00000232496.5	140	20	135	15
ENST00000232501.8	297	14	286	10
ENST00000232564.8	1205	84	1135	68
ENST00000232603.10	1	0	1	0
ENST00000232607.7	969	133	951	103
ENST00000232744.13	59	9	57	9
ENST00000232766.6	399	41	392	32
ENST00000232888.7	466	139	456	111
ENST00000232892.12	0	2	0	2
ENST00000232905.4	377	36	356	31
ENST00000232974.11	104	47	93	32
ENST00000232975.8	245	31	223	24
ENST00000232978.13	464	213	454	170
ENST00000233027.10	364	60	344	46
ENST00000233047.8	119	2	105	3
ENST00000233055.9	389	35	26	2
ENST00000233057.9	1084	84	1053	67
ENST00000233078.9	949	397	918	318
ENST00000233099.6	490	59	484	44
ENST00000233121.7	347	41	314	34
ENST00000233143.6	311	355	407	405
ENST00000233146.7	1579	212	1579	159
ENST00000233154.9	102	24	92	15
ENST00000233156.9	953	50	931	39
ENST00000233190.11	2294	379	2277	283
ENST00000233202.11	1	0	1	0
ENST00000233242.5	0	0	0	0
ENST00000233331.12	0	0	6	1
ENST00000233336.7	293	42	294	34
ENST00000233379.9	59	8	14	3
ENST00000233468.5	645	130	702	106
ENST00000233535.9	31	0	30	0
ENST00000233557.7	1028	201	1018	154
ENST00000233575.7	938	231	924	182
ENST00000233596.8	71	6	72	5
ENST00000233615.7	39	21	1	0
ENST00000233623.11	237	39	225	36
ENST00000233627.14	522	118	489	100
ENST00000233630.11	200	11	221	11
ENST00000233638.8	0	0	0	0
ENST00000233668.9	83	6	94	5
ENST00000233710.4	75	2	77	1
ENST00000233735.2	0	0	0	0
ENST00000233741.9	660	40	653	30
ENST00000233809.9	1	0	1	0
ENST00000233813.5	115	3	112	3
ENST00000233826.4	0	0	0	0
ENST00000233838.9	924	63	911	48
ENST00000233840.3	1	0	1	0
ENST00000233893.10	11	14	384	109
ENST00000233948.4	6	0	6	0
ENST00000233954.6	0	0	0	0
ENST00000233969.3	4	0	3	0
ENST00000233997.4	3	0	3	0
ENST00000234038.11	1005	180	974	130
ENST00000234071.8	93	13	89	10
ENST00000234091.8	48	1	57	1
ENST00000234111.9	1611	818	1585	636
ENST00000234115.10	592	56	601	43
ENST00000234160.5	906	96	884	71
ENST00000234170.10	1547	332	1511	246
ENST00000234198.9	182	14	168	12
ENST00000234256.4	549	43	516	33
ENST00000234296.7	756	73	728	50
ENST00000234310.8	75	4	51	3
ENST00000234313.8	0	0	0	0
ENST00000234347.10	1	0	0	0
ENST00000234371.10	1	0	1	0
ENST00000234389.3	2	0	2	0
ENST00000234392.3	0	0	0	0
ENST00000234396.10	0	0	0	0
ENST00000234420.11	2148	388	2098	308
ENST00000234453.10	79	5	169	12
ENST00000234454.6	346	29	345	25
ENST00000234590.10	2837	3302	1340	962
ENST00000234677.7	1599	482	1570	392
ENST00000234701.7	0	0	0	0
ENST00000234739.8	225	39	217	34
ENST00000234798.4	0	0	0	0
ENST00000234816.7	22	0	23	0
ENST00000234827.6	226	15	226	12
ENST00000234831.10	1408	256	1355	186
ENST00000234875.9	42	19	299	254
ENST00000234961.7	1	0	1	0
ENST00000235090.10	858	115	859	101
ENST00000235307.7	58	6	61	5
ENST00000235310.7	415	63	417	49
ENST00000235332.6	284	49	272	40
ENST00000235345.6	374	5	373	5
ENST00000235347.4	0	0	0	0
ENST00000235349.6	0	0	0	0
ENST00000235372.11	218	58	204	48
ENST00000235382.7	393	34	366	26
ENST00000235521.4	434	29	430	22
ENST00000235532.9	123	7	119	7
ENST00000235628.1	0	0	0	0
ENST00000235835.7	478	115	272	33
ENST00000236137.10	432	46	424	39
ENST00000236147.6	3	0	2	0
ENST00000236192.12	131	16	124	10
ENST00000236273.9	711	83	703	65
ENST00000236342.12	417	26	403	20
ENST00000236671.7	193	36	216	35
ENST00000236709.4	0	0	0	0
ENST00000236826.8	0	0	0	0
ENST00000236850.4	3	0	3	0
ENST00000236877.11	1	0	0	0
ENST00000236914.7	2	0	2	0
ENST00000236925.8	1145	207	1123	158
ENST00000236937.13	0	0	0	0
ENST00000236959.14	1960	501	1946	377
ENST00000236979.2	0	0	0	0
ENST00000237172.12	23	3	21	3
ENST00000237201.2	0	0	0	0
ENST00000237264.9	291	33	317	28
ENST00000237275.9	0	0	0	0
ENST00000237281.5	1098	79	1067	69
ENST00000237283.9	132	21	120	9
ENST00000237316.3	0	0	0	0
ENST00000237353.15	0	0	0	0
ENST00000237380.12	276	20	293	20
ENST00000237455.5	316	32	314	20
ENST00000237530.11	2887	1106	2779	827
ENST00000237536.9	486	65	460	55
ENST00000237596.7	377	72	368	54
ENST00000237642.6	275	25	29	7
ENST00000237654.9	910	166	886	114
ENST00000237696.10	55	4	52	4
ENST00000237822.8	334	8	329	8
ENST00000237837.2	0	0	0	0
ENST00000237853.9	549	111	868	115
ENST00000238044.8	0	0	0	0
ENST00000238112.8	1304	188	1299	146
ENST00000238146.9	440	90	462	64
ENST00000238379.9	87	6	74	2
ENST00000238497.10	816	66	802	51
ENST00000238508.8	0	0	0	0
ENST00000238558.4	6	0	5	0
ENST00000238561.10	190	11	195	7
ENST00000238609.4	142	3	120	3
ENST00000238616.10	997	142	982	104
ENST00000238618.8	231	6	208	4
ENST00000238647.5	471	93	428	71
ENST00000238651.9	213	34	83	8
ENST00000238667.9	104	4	96	3
ENST00000238682.7	83	12	78	10
ENST00000238714.8	385	42	388	27
ENST00000238721.9	629	70	620	54
ENST00000238738.9	44	7	174	28
ENST00000238788.14	1013	161	998	121
ENST00000238789.10	317	16	303	12
ENST00000238823.13	921	171	907	132
ENST00000238831.9	498	20	487	17
ENST00000238855.11	411	50	393	37
ENST00000238875.10	110	11	107	8
ENST00000238892.4	361	18	362	10
ENST00000238936.8	66	12	61	9
ENST00000238983.9	0	0	0	0
ENST00000238994.6	498	32	497	25
ENST00000239007.11	182	29	183	23
ENST00000239032.4	0	0	0	0
ENST00000239144.5	1	0	0	0
ENST00000239151.5	0	3	0	3
ENST00000239165.9	201	33	128	24
ENST00000239174.7	0	0	0	0
ENST00000239223.4	754	143	688	116
ENST00000239231.7	369	50	485	57
ENST00000239243.7	30	0	8	0
ENST00000239316.4	216	9	194	8
ENST00000239347.3	0	0	0	0
ENST00000239367.7	926	119	224	36
ENST00000239374.8	0	0	0	0
ENST00000239440.9	272	56	265	47
ENST00000239444.4	0	0	0	0
ENST00000239446.6	6	0	3	0
ENST00000239449.6	55	3	50	2
ENST00000239450.4	7	0	4	0
ENST00000239451.7	0	0	0	0
ENST00000239461.11	81	0	73	0
ENST00000239462.9	1	0	0	0
ENST00000239587.10	0	0	0	0
ENST00000239666.8	298	39	427	30
ENST00000239690.9	904	50	879	37
ENST00000239830.9	857	147	836	105
ENST00000239878.9	243	26	325	27
ENST00000239882.7	568	26	560	17
ENST00000239891.4	641	77	647	62
ENST00000239906.10	215	65	211	57
ENST00000239926.9	0	2	0	2
ENST00000239938.5	52	6	53	6
ENST00000240055.8	352	61	437	47
ENST00000240079.11	307	37	359	26
ENST00000240093.8	6	0	6	0
ENST00000240100.7	16	5	16	3
ENST00000240123.11	486	145	476	120
ENST00000240139.9	270	24	257	19
ENST00000240185.8	183	46	388	105
ENST00000240189.2	0	0	0	0
ENST00000240285.10	920	89	901	67
ENST00000240306.5	9	0	9	0
ENST00000240316.5	459	54	592	51
ENST00000240328.4	5	0	5	0
ENST00000240335.1	0	0	0	0
ENST00000240364.7	7	1	7	0
ENST00000240423.9	1289	236	1285	179
ENST00000240488.8	342	27	365	17
ENST00000240499.8	3	0	3	0
ENST00000240587.5	1	0	1	0
ENST00000240615.2	0	0	0	0
ENST00000240617.10	33	2	30	2
ENST00000240618.11	0	0	0	0
ENST00000240619.2	0	3	0	3
ENST00000240651.14	180	15	611	22
ENST00000240652.8	0	0	0	0
ENST00000240687.2	0	0	0	0
ENST00000240691.4	0	0	0	0
ENST00000240727.10	0	0	0	0
ENST00000240851.9	1118	149	1157	102
ENST00000240922.8	780	105	787	81
ENST00000241014.6	76	27	153	29
ENST00000241051.8	388	39	385	29
ENST00000241052.5	1090	143	1054	98
ENST00000241071.11	4	4	3	3
ENST00000241125.4	0	0	0	0
ENST00000241256.3	0	0	0	0
ENST00000241261.7	0	0	0	0
ENST00000241305.4	0	0	0	0
ENST00000241337.9	3	0	0	0
ENST00000241356.5	0	0	0	0
ENST00000241393.4	1324	212	1259	158
ENST00000241416.12	264	2	254	2
ENST00000241436.8	700	48	692	37
ENST00000241453.12	0	0	0	0
ENST00000241463.5	36	8	34	3
ENST00000241502.9	812	110	805	88
ENST00000241651.5	0	0	0	0
ENST00000241704.8	3899	1049	3815	786
ENST00000241808.9	0	0	0	0
ENST00000241891.10	0	0	0	0
ENST00000242057.9	774	33	763	29
ENST00000242104.6	0	0	0	0
ENST00000242108.9	34	8	35	5
ENST00000242140.9	0	0	0	0
ENST00000242159.5	60	8	44	4
ENST00000242208.5	9	0	9	0
ENST00000242209.9	625	152	1468	261
ENST00000242248.10	97	15	91	12
ENST00000242249.8	0	0	0	0
ENST00000242257.14	271	63	1	1
ENST00000242261.6	119	11	96	5
ENST00000242310.4	1	3	0	1
ENST00000242315.3	0	1	0	0
ENST00000242317.9	0	0	0	0
ENST00000242375.8	0	0	0	0
ENST00000242462.5	0	0	0	0
ENST00000242465.4	774	127	721	91
ENST00000242480.4	6	0	6	0
ENST00000242505.11	61	9	77	11
ENST00000242576.7	717	87	771	69
ENST00000242591.10	1120	136	1116	95
ENST00000242592.9	94	10	93	5
ENST00000242719.4	88	50	100	41
ENST00000242728.5	11	0	9	0
ENST00000242729.6	15	0	13	0
ENST00000242776.9	1165	324	1073	258
ENST00000242783.11	482	298	450	247
ENST00000242784.5	410	171	400	144
ENST00000242786.6	1248	214	1121	154
ENST00000242804.9	7	0	3	0
ENST00000242819.5	0	0	0	0
ENST00000242827.11	354	46	623	63
ENST00000242839.10	26	0	26	0
ENST00000242848.8	1413	517	1357	399
ENST00000242994.4	0	0	0	0
ENST00000243045.10	483	87	464	68
ENST00000243050.5	419	57	395	41
ENST00000243052.8	0	0	0	0
ENST00000243056.5	67	15	65	13
ENST00000243077.8	3434	803	3309	625
ENST00000243103.4	8	2	7	2
ENST00000243108.5	19	6	17	5
ENST00000243167.9	2	0	2	0
ENST00000243189.12	76	111	71	90
ENST00000243253.8	1766	286	1786	210
ENST00000243298.3	1	0	1	0
ENST00000243300.14	0	0	0	0
ENST00000243314.5	0	0	0	0
ENST00000243326.9	2451	290	2387	218
ENST00000243344.8	523	68	522	47
ENST00000243346.10	594	61	586	46
ENST00000243347.5	260	14	247	11
ENST00000243349.13	0	0	0	0
ENST00000243389.8	206	28	191	24
ENST00000243440.2	75	31	72	27
ENST00000243457.4	5	0	5	0
ENST00000243498.10	1399	286	1371	170
ENST00000243501.10	21	9	66	5
ENST00000243563.8	692	81	645	56
ENST00000243578.8	62	8	59	7
ENST00000243644.9	83	3	50	3
ENST00000243662.11	39	0	44	0
ENST00000243673.7	0	0	0	0
ENST00000243706.8	435	48	433	36
ENST00000243776.11	793	216	737	172
ENST00000243786.3	4	0	4	0
ENST00000243878.9	198	31	196	24
ENST00000243903.6	326	19	320	15
ENST00000243911.2	0	0	0	0
ENST00000243918.10	128	14	135	11
ENST00000243924.4	43	0	41	0
ENST00000243938.9	6	0	7	0
ENST00000243964.7	0	0	0	0
ENST00000243997.8	212	75	423	100
ENST00000244007.7	823	242	802	182
ENST00000244020.5	196	46	509	69
ENST00000244040.4	360	42	345	35
ENST00000244043.5	1	0	1	0
ENST00000244050.3	380	20	337	13
ENST00000244051.3	439	26	432	20
ENST00000244061.6	560	41	560	31
ENST00000244096.7	0	0	0	0
ENST00000244137.12	663	84	742	72
ENST00000244174.10	0	0	0	0
ENST00000244204.11	423	66	453	53
ENST00000244217.6	223	18	221	10
ENST00000244221.9	25	0	25	0
ENST00000244227.8	374	51	412	42
ENST00000244230.7	798	150	914	121
ENST00000244241.5	0	0	0	0
ENST00000244289.9	11	7	11	5
ENST00000244296.6	13	0	1	0
ENST00000244314.6	0	0	0	0
ENST00000244333.4	25	0	24	0
ENST00000244336.10	0	0	0	0
ENST00000244360.6	1	0	1	0
ENST00000244496.6	617	133	571	97
ENST00000244513.10	0	0	0	0
ENST00000244519.7	142	15	55	1
ENST00000244520.10	445	119	643	112
ENST00000244527.10	0	0	0	0
ENST00000244534.7	263	0	209	0
ENST00000244537.6	2	0	0	0
ENST00000244565.8	0	0	0	0
ENST00000244571.5	358	78	345	53
ENST00000244573.5	294	0	271	0
ENST00000244576.8	6	3	3	3
ENST00000244623.1	0	1	0	1
ENST00000244669.2	0	0	0	0
ENST00000244728.10	1	0	1	0
ENST00000244745.4	395	65	322	54
ENST00000244751.7	13	0	12	0
ENST00000244763.9	1340	279	1294	186
ENST00000244766.7	0	0	0	0
ENST00000244769.8	59	3	55	3
ENST00000244869.3	1	0	2	0
ENST00000244926.4	0	0	0	0
ENST00000244930.6	0	0	0	0
ENST00000245046.6	756	88	763	62
ENST00000245105.8	71	14	69	12
ENST00000245157.10	568	72	565	56
ENST00000245185.6	94	37	25	3
ENST00000245206.10	1035	223	1286	174
ENST00000245255.7	0	0	0	0
ENST00000245304.5	146	49	121	23
ENST00000245312.5	0	0	0	0
ENST00000245407.8	519	44	418	21
ENST00000245414.9	186	7	182	7
ENST00000245441.9	631	177	612	131
ENST00000245451.9	93	7	89	6
ENST00000245457.6	30	7	30	7
ENST00000245479.3	179	18	130	6
ENST00000245539.11	895	164	892	125
ENST00000245543.6	115	18	110	16
ENST00000245544.9	1260	328	1228	242
ENST00000245552.7	403	75	375	58
ENST00000245564.8	45	4	551	49
ENST00000245615.6	730	108	716	89
ENST00000245620.13	0	0	0	0
ENST00000245680.7	799	40	780	28
ENST00000245787.9	221	15	209	11
ENST00000245796.11	4	2	4	1
ENST00000245810.1	1	0	0	0
ENST00000245812.8	289	65	283	55
ENST00000245816.11	530	112	492	90
ENST00000245817.5	150	20	145	17
ENST00000245838.13	1764	326	1730	234
ENST00000245903.4	96	19	91	18
ENST00000245907.11	587	73	575	49
ENST00000245908.11	76	6	73	2
ENST00000245932.11	724	167	715	128
ENST00000245934.12	1064	276	1053	224
ENST00000245957.10	4	0	3	0
ENST00000245960.9	1065	227	1060	184
ENST00000245983.6	0	0	0	0
ENST00000246006.5	0	0	0	0
ENST00000246012.2	0	0	0	0
ENST00000246024.7	409	45	395	35
ENST00000246069.12	710	445	1339	459
ENST00000246070.3	0	0	0	0
ENST00000246071.8	428	62	690	66
ENST00000246080.3	0	0	0	0
ENST00000246081.3	0	0	0	0
ENST00000246090.5	0	0	0	0
ENST00000246104.7	0	0	0	0
ENST00000246105.4	0	0	0	0
ENST00000246112.9	6	0	7	0
ENST00000246115.5	0	0	0	0
ENST00000246117.9	1057	209	1007	146
ENST00000246151.9	444	66	440	50
ENST00000246166.3	61	2	59	2
ENST00000246186.8	6	0	5	0
ENST00000246190.10	377	56	363	48
ENST00000246194.8	908	268	870	225
ENST00000246229.5	86	6	120	13
ENST00000246337.9	1009	249	951	183
ENST00000246515.2	0	0	0	0
ENST00000246529.4	53	7	47	6
ENST00000246532.6	63	7	0	0
ENST00000246535.4	295	14	292	13
ENST00000246548.9	1279	355	1772	354
ENST00000246551.9	1	0	1	0
ENST00000246553.3	0	0	0	0
ENST00000246635.8	1	1	0	0
ENST00000246646.4	0	1	0	0
ENST00000246657.2	14	20	13	17
ENST00000246662.9	4	1	4	1
ENST00000246672.4	124	27	118	21
ENST00000246747.9	218	47	210	37
ENST00000246792.4	279	30	262	27
ENST00000246794.10	3	1	2	0
ENST00000246801.8	0	0	0	0
ENST00000246802.10	481	304	676	301
ENST00000246841.3	5	3	5	2
ENST00000246868.7	655	112	1125	147
ENST00000246891.9	0	0	0	0
ENST00000246895.9	0	0	0	0
ENST00000246914.10	0	0	0	0
ENST00000246957.10	1895	589	1883	320
ENST00000247001.10	349	75	404	69
ENST00000247003.9	767	134	752	103
ENST00000247005.8	0	0	0	0
ENST00000247020.9	525	49	518	44
ENST00000247026.10	502	114	706	107
ENST00000247138.11	320	42	303	32
ENST00000247153.7	0	0	0	0
ENST00000247178.6	260	34	261	30
ENST00000247191.7	1530	183	1479	131
ENST00000247194.9	469	42	430	37
ENST00000247219.5	0	0	0	0
ENST00000247225.7	498	31	481	27
ENST00000247226.13	297	81	284	68
ENST00000247270.3	1	0	0	0
ENST00000247271.5	0	0	0	0
ENST00000247291.8	148	12	150	11
ENST00000247452.4	0	0	0	0
ENST00000247461.9	3778	1761	3683	1220
ENST00000247470.10	20	0	20	0
ENST00000247665.12	733	276	698	247
ENST00000247668.7	694	173	667	148
ENST00000247706.4	61	13	61	10
ENST00000247815.9	230	6	213	4
ENST00000247833.11	54	11	54	10
ENST00000247843.7	475	50	460	31
ENST00000247879.2	0	0	0	0
ENST00000247881.4	0	0	0	0
ENST00000247883.5	0	0	0	0
ENST00000247930.5	233	44	182	26
ENST00000247933.9	45	9	42	9
ENST00000247956.11	327	20	299	15
ENST00000247970.9	381	109	395	103
ENST00000247977.9	209	28	201	25
ENST00000247986.2	8	0	7	0
ENST00000248054.9	580	162	573	129
ENST00000248071.6	147	17	138	14
ENST00000248072.3	0	0	0	0
ENST00000248076.4	1	0	0	0
ENST00000248098.8	591	119	579	103
ENST00000248114.7	260	75	245	62
ENST00000248121.7	16	0	17	0
ENST00000248139.8	180	18	152	15
ENST00000248150.5	0	0	0	0
ENST00000248211.11	41	7	30	5
ENST00000248244.5	207	40	196	35
ENST00000248248.8	254	58	242	53
ENST00000248306.8	147	13	138	7
ENST00000248342.9	1007	402	1101	307
ENST00000248384.1	0	0	0	0
ENST00000248437.9	1521	585	786	208
ENST00000248444.10	0	0	0	0
ENST00000248450.8	1028	214	1005	164
ENST00000248553.7	882	1098	1265	1212
ENST00000248564.6	390	56	382	40
ENST00000248566.3	350	169	511	165
ENST00000248572.10	5	0	5	0
ENST00000248594.11	890	136	859	93
ENST00000248598.6	0	0	0	0
ENST00000248600.5	414	70	393	45
ENST00000248633.9	404	38	391	29
ENST00000248668.4	79	11	72	10
ENST00000248706.5	7	1	8	1
ENST00000248846.10	154	200	135	145
ENST00000248879.8	99	29	22	2
ENST00000248899.11	0	0	0	0
ENST00000248901.11	1	0	1	0
ENST00000248923.9	0	0	0	0
ENST00000248924.10	357	34	376	24
ENST00000248929.14	450	139	6	0
ENST00000248933.11	0	0	0	0
ENST00000248948.4	1	0	1	0
ENST00000248958.5	403	98	391	80
ENST00000248975.6	872	162	704	107
ENST00000249007.4	0	0	0	0
ENST00000249014.5	399	130	380	113
ENST00000249016.4	0	0	0	0
ENST00000249041.3	0	0	0	0
ENST00000249044.2	0	0	0	0
ENST00000249064.9	398	42	391	30
ENST00000249066.10	532	48	440	28
ENST00000249071.11	56	3	40	0
ENST00000249075.4	19	7	19	5
ENST00000249269.9	1339	201	1306	155
